solver,score,time_s,valid,landmarks_visited,total_duration,optimality_gap_pct,timed_out,error,instance,group,n_landmarks,time_budget,run_id
Greedy-Random,60.0,0.003855500021018088,True,3,226.88029855568604,78.57,False,,rc106,Solomon-100,100,240,2
Greedy-Random,33.0,0.003913399996235967,True,3,229.78166694770434,88.21,False,,rc106,Solomon-100,100,240,3
Greedy-Random,36.0,0.005741700064390898,True,4,237.68093793006238,87.14,False,,rc106,Solomon-100,100,240,4
GRASP,243.0,9.697504200041294,True,9,231.96222082586755,13.21,False,,rc106,Solomon-100,100,240,0
Genetic-Score,263.0,118.68544150004163,True,11,239.30493885694653,17.81,False,,rc103,Solomon-100,100,240,3
Genetic-Score,280.0,82.12734359991737,True,10,238.25455259403245,18.6,False,,rc104,Solomon-100,100,240,0
GRASP,227.0,8.219014100031927,True,8,238.15615002960442,18.93,False,,rc106,Solomon-100,100,240,1
GRASP,227.0,9.151813699980266,True,8,238.15615002960442,18.93,False,,rc106,Solomon-100,100,240,2
SA-Boltzmann,168.0,0.1596371999476105,True,5,238.30700451894728,40.0,False,,rc106,Solomon-100,100,240,0
SA-Boltzmann,168.0,0.1720733999973163,True,5,238.30700451894728,40.0,False,,rc106,Solomon-100,100,240,1
SA-Boltzmann,168.0,0.17796220001764596,True,5,238.30700451894728,40.0,False,,rc106,Solomon-100,100,240,2
SA-Boltzmann,168.0,0.15207379998173565,True,5,238.30700451894728,40.0,False,,rc106,Solomon-100,100,240,3
SA-Boltzmann,168.0,0.14573649992235005,True,5,238.30700451894728,40.0,False,,rc106,Solomon-100,100,240,4
SA-Cauchy,171.0,0.1499096000334248,True,5,221.17273969619174,38.93,False,,rc106,Solomon-100,100,240,0
SA-Cauchy,180.0,0.16088089998811483,True,8,231.5596541562993,35.71,False,,rc106,Solomon-100,100,240,1
SA-Cauchy,168.0,0.14186100009828806,True,5,238.30700451894728,40.0,False,,rc106,Solomon-100,100,240,2
SA-Cauchy,189.0,0.16463539993856102,True,8,236.670241695472,32.5,False,,rc106,Solomon-100,100,240,3
SA-Cauchy,168.0,0.17905589996371418,True,5,238.30700451894728,40.0,False,,rc106,Solomon-100,100,240,4
Tabu,244.0,1.968914599972777,True,9,238.47705468258783,12.86,False,,rc106,Solomon-100,100,240,0
Tabu-Random,246.0,1.9227126999758184,True,10,239.32766430580645,12.14,False,,rc106,Solomon-100,100,240,0
GRASP,227.0,8.545929300016724,True,8,238.15615002960442,18.93,False,,rc106,Solomon-100,100,240,3
Genetic-Score,280.0,86.70095110009424,True,10,238.25455259403245,18.6,False,,rc104,Solomon-100,100,240,1
Tabu-Random,250.0,2.0297104000346735,True,10,239.153192091955,10.71,False,,rc106,Solomon-100,100,240,1
GRASP,229.0,9.313285400043242,True,9,235.0578652113067,18.21,False,,rc106,Solomon-100,100,240,4
Tabu-Random,244.0,1.826545000076294,True,9,238.90213955136,12.86,False,,rc106,Solomon-100,100,240,2
Tabu-Random,215.0,2.142288099974394,True,9,230.65035108117473,23.21,False,,rc106,Solomon-100,100,240,3
Tabu-Random,237.0,1.8922214999329299,True,9,234.66424413158643,15.36,False,,rc106,Solomon-100,100,240,4
Genetic-Score,280.0,91.96554430003744,True,10,238.25455259403245,18.6,False,,rc104,Solomon-100,100,240,3
Genetic-Tailored,230.0,9.451796399895102,True,8,238.64623581592465,17.86,False,,rc106,Solomon-100,100,240,1
Genetic-Tailored,225.0,10.98523699992802,True,8,238.80322523717888,19.64,False,,rc106,Solomon-100,100,240,2
Genetic-Tailored,250.0,16.27322090009693,True,10,239.153192091955,10.71,False,,rc106,Solomon-100,100,240,0
Genetic-Score,280.0,98.22169769997708,True,10,238.25455259403245,18.6,False,,rc104,Solomon-100,100,240,4
Genetic-Score,301.0,105.10215960000642,True,11,237.72449441865797,12.5,False,,rc104,Solomon-100,100,240,2
Genetic-Tailored,250.0,18.96026959992014,True,10,239.153192091955,10.71,False,,rc106,Solomon-100,100,240,3
Greedy-Ratio,176.0,0.021343500004149973,True,8,230.88241674779707,43.95,False,,rc107,Solomon-100,100,240,0
Greedy-Score,163.0,0.03058919997420162,True,5,239.15967078308313,48.09,False,,rc107,Solomon-100,100,240,0
Greedy-Random,67.0,0.006849099998362362,True,4,226.3463419203867,78.66,False,,rc107,Solomon-100,100,240,0
Greedy-Random,49.0,0.005256499978713691,True,4,228.35471773671816,84.39,False,,rc107,Solomon-100,100,240,1
Greedy-Random,101.0,0.006828199955634773,True,5,232.35324887452947,67.83,False,,rc107,Solomon-100,100,240,2
Greedy-Random,81.0,0.005019099917262793,True,4,220.57142128514198,74.2,False,,rc107,Solomon-100,100,240,3
Greedy-Random,48.0,0.003778600017540157,True,3,228.22747564636595,84.71,False,,rc107,Solomon-100,100,240,4
Genetic-Tailored,230.0,18.378846899955533,True,10,238.5570785813982,17.86,False,,rc106,Solomon-100,100,240,4
GRASP,266.0,14.998893200070597,True,9,237.539876117724,15.29,False,,rc107,Solomon-100,100,240,0
Genetic-Score,241.0,71.91479229996912,True,11,237.43442516541734,4.74,False,,rc105,Solomon-100,100,240,0
GRASP,274.0,14.489589200005867,True,11,233.24204420746918,12.74,False,,rc107,Solomon-100,100,240,1
Genetic-Score,241.0,75.25576139998157,True,11,237.43442516541734,4.74,False,,rc105,Solomon-100,100,240,1
SA-Boltzmann,163.0,0.15176609996706247,True,5,239.15967078308313,48.09,False,,rc107,Solomon-100,100,240,0
SA-Boltzmann,163.0,0.17294109996873885,True,5,239.15967078308313,48.09,False,,rc107,Solomon-100,100,240,1
SA-Boltzmann,163.0,0.15045289997942746,True,5,239.15967078308313,48.09,False,,rc107,Solomon-100,100,240,2
SA-Boltzmann,202.0,0.18106239999178797,True,9,225.6074586115772,35.67,False,,rc107,Solomon-100,100,240,3
SA-Boltzmann,163.0,0.18357440002728254,True,5,239.15967078308313,48.09,False,,rc107,Solomon-100,100,240,4
SA-Cauchy,217.0,0.17254870000761002,True,7,236.29533442768195,30.89,False,,rc107,Solomon-100,100,240,0
SA-Cauchy,203.0,0.17161919991485775,True,6,236.48428330537564,35.35,False,,rc107,Solomon-100,100,240,1
SA-Cauchy,163.0,0.15578580007422715,True,5,239.15967078308313,48.09,False,,rc107,Solomon-100,100,240,2
SA-Cauchy,163.0,0.18848440004512668,True,5,239.15967078308313,48.09,False,,rc107,Solomon-100,100,240,3
SA-Cauchy,203.0,0.1610213000094518,True,6,236.89321839947718,35.35,False,,rc107,Solomon-100,100,240,4
Genetic-Score,241.0,74.89926239999477,True,11,237.43442516541734,4.74,False,,rc105,Solomon-100,100,240,4
Tabu,257.0,2.109606899903156,True,10,236.872969380438,18.15,False,,rc107,Solomon-100,100,240,0
Tabu-Random,234.0,2.168852200033143,True,9,230.1223164057921,25.48,False,,rc107,Solomon-100,100,240,0
Genetic-Score,241.0,78.67337049997877,True,11,237.43442516541734,4.74,False,,rc105,Solomon-100,100,240,3
GRASP,268.0,15.166587800020352,True,10,229.3488923351266,14.65,False,,rc107,Solomon-100,100,240,2
Tabu-Random,250.0,2.0481353999348357,True,9,231.2727076927281,20.38,False,,rc107,Solomon-100,100,240,1
Tabu-Random,252.0,1.9224651999538764,True,8,228.70127320738476,19.75,False,,rc107,Solomon-100,100,240,2
Genetic-Score,241.0,79.3430178000126,True,11,237.43442516541734,4.74,False,,rc105,Solomon-100,100,240,2
Tabu-Random,271.0,2.0600212999852374,True,10,236.90668312552828,13.69,False,,rc107,Solomon-100,100,240,3
Tabu-Random,244.0,2.158993599936366,True,9,236.82699368426785,22.29,False,,rc107,Solomon-100,100,240,4
GRASP,266.0,15.537574999965727,True,9,237.539876117724,15.29,False,,rc107,Solomon-100,100,240,4
GRASP,266.0,16.359289000043646,True,9,237.539876117724,15.29,False,,rc107,Solomon-100,100,240,3
Genetic-Tailored,266.0,11.39396969997324,True,9,237.539876117724,15.29,False,,rc107,Solomon-100,100,240,2
Genetic-Tailored,252.0,12.923732699942775,True,10,236.19338466788696,19.75,False,,rc107,Solomon-100,100,240,1
Genetic-Tailored,258.0,12.82530239992775,True,9,234.48479112796701,17.83,False,,rc107,Solomon-100,100,240,3
Genetic-Tailored,267.0,14.542919800034724,True,10,231.4543503074816,14.97,False,,rc107,Solomon-100,100,240,0
Greedy-Ratio,175.0,0.015939699951559305,True,7,229.7911979545381,46.81,False,,rc108,Solomon-100,100,240,0
Greedy-Score,163.0,0.02864720008801669,True,5,239.15967078308313,50.46,False,,rc108,Solomon-100,100,240,0
Greedy-Random,95.0,0.005979900015518069,True,5,228.66413189397488,71.12,False,,rc108,Solomon-100,100,240,0
Greedy-Random,115.0,0.012210299959406257,True,5,230.3734896022845,65.05,False,,rc108,Solomon-100,100,240,1
Greedy-Random,53.0,0.005002899910323322,True,4,238.36512102520834,83.89,False,,rc108,Solomon-100,100,240,2
Greedy-Random,49.0,0.004052300006151199,True,2,238.0126207143113,85.11,False,,rc108,Solomon-100,100,240,3
Greedy-Random,64.0,0.005815599928610027,True,5,225.46967141720455,80.55,False,,rc108,Solomon-100,100,240,4
Genetic-Score,230.0,57.863872900023125,True,8,238.64623581592465,17.86,False,,rc106,Solomon-100,100,240,3
Genetic-Tailored,251.0,27.224429800058715,True,11,229.04297085352107,20.06,False,,rc107,Solomon-100,100,240,4
GRASP,271.0,14.775558700086549,True,10,234.13283549076135,17.63,False,,rc108,Solomon-100,100,240,0
Genetic-Score,249.0,74.0790060000727,True,10,238.19291775911117,11.07,False,,rc106,Solomon-100,100,240,4
GRASP,278.0,17.27360379998572,True,10,232.839582073585,15.5,False,,rc108,Solomon-100,100,240,1
SA-Boltzmann,163.0,0.1554816000862047,True,5,239.15967078308313,50.46,False,,rc108,Solomon-100,100,240,0
SA-Boltzmann,163.0,0.170373999979347,True,5,239.15967078308313,50.46,False,,rc108,Solomon-100,100,240,1
SA-Boltzmann,163.0,0.18541679996997118,True,5,239.15967078308313,50.46,False,,rc108,Solomon-100,100,240,2
SA-Boltzmann,163.0,0.19681049999780953,True,5,239.15967078308313,50.46,False,,rc108,Solomon-100,100,240,3
SA-Boltzmann,163.0,0.15153270005248487,True,5,239.15967078308313,50.46,False,,rc108,Solomon-100,100,240,4
SA-Cauchy,179.0,0.16409700002986938,True,5,235.21100407276725,45.59,False,,rc108,Solomon-100,100,240,0
GRASP,274.0,14.894978299969807,True,10,231.76501798601868,16.72,False,,rc108,Solomon-100,100,240,3
SA-Cauchy,203.0,0.1704449999378994,True,6,234.8558389506207,38.3,False,,rc108,Solomon-100,100,240,1
SA-Cauchy,194.0,0.17500429996289313,True,6,237.72430355543509,41.03,False,,rc108,Solomon-100,100,240,2
SA-Cauchy,170.0,0.15104419994167984,True,5,233.54503979243515,48.33,False,,rc108,Solomon-100,100,240,3
SA-Cauchy,187.0,0.15192800003569573,True,5,226.44591575538823,43.16,False,,rc108,Solomon-100,100,240,4
GRASP,277.0,16.926697099930607,True,11,238.72846410485954,15.81,False,,rc108,Solomon-100,100,240,2
Tabu,255.0,1.9420796000631526,True,9,230.32176148879807,22.49,False,,rc108,Solomon-100,100,240,0
Tabu-Random,288.0,2.1589378999779,True,11,232.55863521726957,12.46,False,,rc108,Solomon-100,100,240,0
Genetic-Score,252.0,86.70921999996062,True,11,238.32670257401745,10.0,False,,rc106,Solomon-100,100,240,1
Tabu-Random,266.0,2.5203928999835625,True,12,232.93312752390608,19.15,False,,rc108,Solomon-100,100,240,1
Tabu-Random,262.0,2.2075889999978244,True,12,239.22908923187617,20.36,False,,rc108,Solomon-100,100,240,2
Tabu-Random,268.0,2.0814729999983683,True,9,229.36603748979994,18.54,False,,rc108,Solomon-100,100,240,3
Tabu-Random,268.0,2.251806700020097,True,9,232.1394386428466,18.54,False,,rc108,Solomon-100,100,240,4
GRASP,278.0,18.163618299993686,True,10,232.41641208806823,15.5,False,,rc108,Solomon-100,100,240,4
Genetic-Tailored,253.0,15.321757499943487,True,9,239.5634424238368,23.1,False,,rc108,Solomon-100,100,240,2
Genetic-Tailored,261.0,16.89713820000179,True,9,232.1776485712743,20.67,False,,rc108,Solomon-100,100,240,1
Genetic-Tailored,266.0,18.029994999989867,True,10,235.5319759721607,19.15,False,,rc108,Solomon-100,100,240,3
Genetic-Score,252.0,57.01307570002973,True,8,228.70127320738476,19.75,False,,rc107,Solomon-100,100,240,3
Genetic-Score,250.0,112.84110740001779,True,10,239.153192091955,10.71,False,,rc106,Solomon-100,100,240,0
Genetic-Tailored,288.0,24.39621629996691,True,11,232.55863521726957,12.46,False,,rc108,Solomon-100,100,240,0
Genetic-Score,252.0,63.06938480003737,True,8,228.70127320738476,19.75,False,,rc107,Solomon-100,100,240,4
Genetic-Tailored,254.0,19.97683209995739,True,9,223.82956790624314,22.8,False,,rc108,Solomon-100,100,240,4
Genetic-Score,277.0,76.8624832999194,True,10,235.6258348505046,11.78,False,,rc107,Solomon-100,100,240,1
Genetic-Score,277.0,80.52099220000673,True,10,235.6258348505046,11.78,False,,rc107,Solomon-100,100,240,2
Genetic-Score,271.0,96.6829291000031,True,10,236.90668312552828,13.69,False,,rc107,Solomon-100,100,240,0
Genetic-Score,255.0,46.580141699989326,True,9,230.32176148879807,22.49,False,,rc108,Solomon-100,100,240,0
Genetic-Score,255.0,47.129055599914864,True,9,230.32176148879807,22.49,False,,rc108,Solomon-100,100,240,3
Genetic-Score,255.0,52.68162099993788,True,9,230.32176148879807,22.49,False,,rc108,Solomon-100,100,240,2
Genetic-Score,255.0,50.51913420006167,True,9,230.32176148879807,22.49,False,,rc108,Solomon-100,100,240,4
Genetic-Score,250.0,162.9768269000342,True,10,239.153192091955,10.71,False,,rc106,Solomon-100,100,240,2
Genetic-Score,288.0,63.21799659996759,True,11,232.55863521726957,12.46,False,,rc108,Solomon-100,100,240,1
